27012300001;2025-10-03 08:00:00;user1;A;good
25092302390;2025-10-05 08:05:00;user2;B;good
25092302410;2025-10-07 08:10:00;user3;A;good
25092303964;2025-10-08 08:15:00;user4;B;good
25092302372;2025-10-10 08:20:00;user5;A;good
25092300390;2025-10-12 08:25:00;user6;B;good
25102301109;2025-10-13 08:30:00;user7;A;good
25102300177;2025-10-15 08:35:00;user8;B;good
25092303857;2025-10-16 08:40:00;user9;A;good
25102300484;2025-10-18 08:45:00;user10;B;good
25092302336;2025-10-19 08:50:00;user11;A;good
25102301010;2025-10-21 08:55:00;user12;B;good
25102301260;2025-10-22 09:00:00;user13;A;good
25102300525;2025-10-24 09:05:00;user14;B;good
25102300911;2025-10-26 09:10:00;user15;A;good
25102300975;2025-10-27 09:15:00;user16;B;good
25102300800;2025-10-29 09:20:00;user17;A;good
25102300681;2025-10-30 09:25:00;user18;B;good
25102301252;2025-11-01 09:30:00;user19;A;good
25102301263;2025-11-02 09:35:00;user20;B;good
25102300731;2025-11-04 09:40:00;user21;A;good
25102300489;2025-11-05 09:45:00;user22;B;good
25102300090;2025-11-07 09:50:00;user23;A;good
25102301410;2025-11-08 09:55:00;user24;B;good
25102301279;2025-11-10 10:00:00;user25;A;good
25102301090;2025-11-11 10:05:00;user26;B;good
25102300977;2025-11-13 10:10:00;user27;A;good
25102300835;2025-11-14 10:15:00;user28;B;good
25092303834;2025-11-16 10:20:00;user29;A;good
25102301406;2025-11-17 10:25:00;user30;B;good
25102301006;2025-11-19 10:30:00;user31;A;good
25102301144;2025-11-20 10:35:00;user32;B;good
25102300802;2025-11-22 10:40:00;user33;A;good
25102300577;2025-11-23 10:45:00;user34;B;good
25102300741;2025-11-25 10:50:00;user35;A;good
25102301411;2025-11-26 10:55:00;user36;B;good
25102300704;2025-11-28 11:00:00;user37;A;good
25102301273;2025-11-29 11:05:00;user38;B;good
25102300908;2025-11-30 11:10:00;user39;A;good
25102300624;2025-10-02 11:15:00;user40;B;good
25102300700;2025-10-03 11:20:00;user41;A;good
25102300934;2025-10-05 11:25:00;user42;B;good
25102300091;2025-10-06 11:30:00;user43;A;good
25102300954;2025-10-08 11:35:00;user44;B;good
25102300813;2025-10-09 11:40:00;user45;A;good
25102300754;2025-10-11 11:45:00;user46;B;good
25102301036;2025-10-12 11:50:00;user47;A;good
25102301343;2025-10-14 11:55:00;user48;B;good
25102300717;2025-10-15 12:00:00;user49;A;good
25102300885;2025-10-17 12:05:00;user50;B;good
25102301105;2025-10-18 12:10:00;user51;A;good
25102300726;2025-10-20 12:15:00;user52;B;good
25102300937;2025-10-21 12:20:00;user53;A;good
25102301368;2025-10-23 12:25:00;user54;B;good
25092305206;2025-10-24 12:30:00;user55;A;good
25102300882;2025-10-26 12:35:00;user56;B;good
25102301276;2025-10-27 12:40:00;user57;A;good
25102301283;2025-10-29 12:45:00;user58;B;good
25102300615;2025-10-30 12:50:00;user59;A;good
25102301174;2025-11-01 12:55:00;user60;B;good
25092300215;2025-11-02 13:00:00;user61;A;good
25102300069;2025-11-04 13:05:00;user62;B;good
25102301290;2025-11-05 13:10:00;user63;A;good
25102301094;2025-11-07 13:15:00;user64;B;good
25082304851;2025-11-08 13:20:00;user65;A;good
25082305071;2025-11-10 13:25:00;user66;B;good
25102300825;2025-11-11 13:30:00;user67;A;good
25092304862;2025-11-13 13:35:00;user68;B;good
25102300399;2025-11-14 13:40:00;user69;A;good
25082302477;2025-11-16 13:45:00;user70;B;good
25092305148;2025-11-17 13:50:00;user71;A;good
25092303896;2025-11-19 13:55:00;user72;B;good
25092302389;2025-11-20 14:00:00;user73;A;good
25082305299;2025-11-22 14:05:00;user74;B;good
25102300096;2025-11-23 14:10:00;user75;A;good
25102301162;2025-11-25 14:15:00;user76;B;good
25092304370;2025-11-26 14:20:00;user77;A;good
25102301072;2025-11-28 14:25:00;user78;B;good
25092304349;2025-11-29 14:30:00;user79;A;good
25102301216;2025-11-30 14:35:00;user80;B;good
25092303827;2025-10-04 14:40:00;user81;A;good
25092304720;2025-10-06 14:45:00;user82;B;good
